NAME,RA,DEC,PMRA,PMDEC,FLUX_B,FLUX_V,FLUX_J,FLUX_H,FLUX_K
HIP  51302,10 28 43.9588621935,-03 44 32.614264011,3.693,-25.612,6.079,6.032,5.95,5.984,5.937
HIP 109442,22 10 21.1079251,-03 53 38.713233,16.12,-44.8,6.267,6.282,6.234,6.314,6.211
HD  36957,05 35 03.7279899812,-04 23 06.061960343,-0.46,-0.073,8.96,8.91,8.734,8.72,8.757
HD  42960,06 13 31.8821582923,-04 36 00.809272839,-5.339,-3.866,8.27,8.23,8.01,7.987,7.972
HD  47895,06 40 42.0726987901,-04 36 02.931714607,-6.323,-3.764,9.4,9.45,9.416,9.4,9.36
HD  71356,08 26 55.1800797579,-04 38 41.561160698,-11.217,-1.843,9.68,9.61,9.646,9.653,9.637
HD  64053,07 51 53.4137050518,-04 40 23.362456746,-3.881,0.256,9.87,9.85,9.677,9.614,9.621
HIP  30387,06 23 22.7942475678,-04 41 15.046189314,3.124,-13.045,6.71,6.65,6.518,6.506,6.48
HD  59492,07 30 01.0680868937,-04 51 04.137260574,-2.461,3.109,8.74,8.67,8.43,8.396,8.425
HIP  56479,11 34 45.2992500081,-04 57 15.928412731,3.637,-1.238,7.93,7.88,7.795,7.792,7.823
HD  44678,06 22 49.9826080002,-04 58 25.812124722,1.065,-1.843,8.45,8.38,8.213,8.237,8.201
HD  71939,08 30 00.7365787593,-05 01 10.055580147,-2.303,1.602,9.43,9.41,9.177,9.195,9.165
HD  68728,08 13 38.8093468095,-05 06 06.184374799,-0.199,1.919,9.88,9.81,9.651,9.635,9.624
HD  75014,08 47 26.0753124245,-05 08 01.744560905,-3.503,-2.953,10.14,10.12,10.154,10.142,10.141
HIP  31911,06 40 08.0584837525,-05 17 23.418398525,-6.158,-2.327,8.14,8.1,8.07,8.092,8.058
HD  43249,06 14 58.5544040987,-05 18 06.591129313,-4.024,0.023,8.99,8.93,8.824,8.854,8.826
HD  44732,06 23 09.1244444760,-05 27 14.540893615,-8.83,5.643,8.78,8.74,8.709,8.748,8.692
HIP  67004,13 43 54.2377740409,-05 29 56.179758902,-52.333,-14.884,6.559,6.498,6.349,6.36,6.315
HD  58371,07 25 09.0067777568,-05 31 35.054403682,-6.091,-2.468,9.14,9.11,8.959,9.023,8.994
HD  72925,08 35 23.4113324147,-05 32 51.775167064,-4.604,-2.355,9.61,9.58,9.601,9.607,9.601
HIP  35705,07 22 01.8156477607,-05 34 14.436912334,1.124,-10.345,7.41,7.4,7.337,7.382,7.345
HD  33590,05 11 04.7561260169,-05 36 02.522481039,0.592,-2.644,9.06,9.01,8.894,8.877,8.853
HIP  37864,07 45 42.8002143575,-05 40 42.501358782,-22.536,-2.52,7.14,7.1,6.964,6.988,6.91
HIP  21909,04 42 40.3585958256,-05 45 26.175586722,-6.603,-5.711,7.17,7.13,6.987,7.02,6.964
HIP  38570,07 53 48.8897855580,-06 03 32.391910003,-0.692,-6.29,8.21,8.18,8.048,8.098,8.051
HD  37547,05 39 02.4241982790,-06 05 13.100629483,1.327,0.058,9.27,9.26,9.259,9.265,9.237
HIP  99588,20 12 38.6105434935,-06 21 58.099718124,2.234,-17.195,6.95,6.91,6.719,6.75,6.747
HD  64890,07 55 53.6711456670,-06 27 05.686659956,-5.785,0.697,10.09,10.08,9.948,9.939,9.923
HD  43196,06 14 38.5270340763,-06 34 55.718045750,-0.004,-2.031,9.04,9.01,8.899,8.896,8.893
HIP  41073,08 22 49.0567177814,-06 41 41.079681513,-21.574,-13.597,7.65,7.63,7.559,7.632,7.536
HD  66243,08 02 27.3875633739,-06 41 41.310147841,-6.803,-1.246,9.19,9.16,9.143,9.121,9.118
HIP  36052,07 25 48.6243238759,-06 42 38.182922043,-2.727,-0.363,9.14,9.14,9.109,9.159,9.128
HIP  26659,05 39 56.7927816333,-06 46 31.016412919,0.92,0.62,9.17,9.19,9.208,9.218,9.209
HD  57681,07 22 02.5143643860,-06 46 36.057509090,-0.829,-2.097,9.32,9.28,9.046,9.017,9.012
HD 201896,21 12 41.4284549210,-06 52 16.093500970,-2.505,-14.314,9.3,9.25,9.103,9.141,9.116
HIP  24867,05 19 51.1617145277,-06 55 52.001452172,-7.21,-4.889,8.8,8.77,8.671,8.665,8.661
HIP  44036,08 58 01.9541717615,-06 56 29.735937040,-4.809,-0.789,8.37,8.32,8.203,8.222,8.201
HIP  17733,03 47 49.5422800123,-07 01 33.248757104,10.213,0.612,8,8.03,8.063,8.067,8.062
HD  75037,08 47 22.8756662132,-07 02 17.021014750,-1.665,-10.958,9.98,9.96,9.883,9.915,9.907
HIP  41717,08 30 24.4552074049,-07 02 24.310666695,-8.566,-9.228,7.56,7.52,7.45,7.445,7.436
HIP  35237,07 16 54.4665424870,-07 02 34.571794178,-0.986,-18.492,8.77,8.71,8.534,8.568,8.514
HD  50008,06 50 54.6188362364,-07 06 26.443335160,-7.202,-2.349,8.84,8.8,8.77,8.781,8.802
HIP  23959,05 08 57.9339188633,-07 09 59.206344811,4.866,-10.607,8.85,8.78,8.653,8.703,8.626
HIP  29579,06 13 57.1033005874,-07 14 53.062747221,-5.54,4.184,6.76,6.77,6.731,6.762,6.714
HD  51537,06 57 23.2754489739,-07 16 54.246367208,-7.951,-3.713,8.91,8.88,8.735,8.688,8.697
HIP  36688,07 32 49.6684002043,-07 17 05.678983764,1.642,-8.509,8,7.99,7.903,7.932,7.922
HIP  49900,10 11 17.7641892003,-07 18 59.839449814,11.382,-12.218,6.248,6.225,6.125,6.128,6.092
HD  47422,06 38 14.9100252056,-07 19 32.718235786,-6.101,-2.137,8.73,8.68,8.639,8.648,8.597
HD  65779,08 00 03.2933648791,-07 20 54.640757899,-7.372,-0.24,9,8.94,8.797,8.797,8.774
HIP  27741,05 52 21.1216775098,-07 22 35.200209445,-5.545,0.786,8.88,8.87,8.853,8.904,8.867
HIP  43994,08 57 31.4170793708,-07 24 38.299977868,-16.211,-1.866,7.97,7.97,7.926,8.001,7.943
HIP  12292,02 38 20.2568051995,-07 35 26.143168021,-10.794,-30.842,8.97,8.93,8.77,8.736,8.771
HIP  37793,07 44 58.5160900135,-07 43 29.066044596,-2.064,-0.613,8.67,8.68,8.648,8.725,8.672
HIP  23758,05 06 23.2035621407,-07 43 56.622384071,0.024,-0.907,9.07,9.01,8.955,8.969,8.931
HD  62835,07 45 34.5795627553,-07 44 27.553497598,-1.805,-6.077,9.85,9.8,9.702,9.711,9.655
HIP  36445,07 29 59.8416277300,-07 44 46.145843133,-5.362,1.548,8.73,8.77,8.521,8.516,8.523
HIP  39654,08 06 13.7856631496,-07 45 27.744051217,-3.899,3.996,8.48,8.48,8.406,8.44,8.426
HD  84470,09 45 22.6358619455,-07 52 36.388215268,-6.782,1.684,9.97,9.92,9.783,9.776,9.756
HD  48847,06 45 07.4618876255,-07 53 44.400612246,-0.716,-0.267,9.74,9.74,9.711,9.745,9.699
HD  48935,06 45 44.3271219020,-07 54 43.856290064,-3.181,2.588,9.72,9.67,9.536,9.525,9.492
HD  32467,05 03 06.0303525468,-07 55 04.194792047,2.728,1.9,9.08,9.01,8.841,8.839,8.823
HIP  30350,06 23 01.3266083128,-07 56 13.052468679,-3.896,-2.322,9.1,9.12,9.034,9.109,9.07
HIP  17546,03 45 25.3754515328,-07 56 13.645714592,11.045,0.653,8.11,8.09,8.013,8.064,7.985
HIP  39150,08 00 28.3667235208,-08 02 16.414313972,-5.895,2.563,8.8,8.82,8.81,8.838,8.826
HIP  38006,07 47 22.7368116140,-08 02 41.654328689,-2.918,-1.833,9.23,9.18,9.122,9.103,9.067
HD 135183,15 14 03.9524355626,-08 03 24.338304704,-5.491,-6.107,9.22,9.17,9.038,9.076,9.044
HD  62836,07 45 36.8722252174,-08 04 25.834033185,-0.492,3.085,9.16,9.13,8.951,8.987,8.97
HIP  20358,04 21 35.1970181740,-08 06 30.978065279,-10.083,-7.977,7.52,7.48,7.464,7.445,7.443
HIP  20179,04 19 30.9818581809,-08 07 10.473198091,-5.861,-5.331,6.93,6.95,6.88,6.883,6.882
HD  45520,06 27 36.8859847286,-08 14 27.323359723,1.609,5.491,8.82,8.76,8.697,8.712,8.715
HD  45915,06 29 59.2243297280,-08 17 51.141031246,2.95,-10.941,8.96,8.96,8.7,8.701,8.665
HIP  48306,09 50 53.2778461547,-08 18 55.928284571,-5.193,-1.038,9.78,9.75,9.641,9.665,9.619
HD  23714,03 47 00.4752529420,-08 21 51.059528671,3.48,-6.716,9.24,9.19,9.094,9.138,9.099
HIP  53364,10 54 45.6062331900,-08 22 44.007400510,-24.701,-4.751,8.06,8,7.871,7.849,7.873
HIP  22590,04 51 40.5685675459,-08 24 04.680681615,0.46,7.147,7.17,7.17,7.2,7.257,7.197
HIP  36292,07 28 12.1989432826,-08 27 38.474323831,-13.963,-3.94,8.59,8.53,8.42,8.426,8.442
HD  63892,07 50 53.3049000343,-08 30 14.163307408,-2.901,2.015,9.21,9.19,9.014,9.026,8.992
HIP  23652,05 04 59.7956094603,-08 33 27.601473296,-0.814,-0.314,8.47,8.44,8.299,8.295,8.296
HIP  71379,14 35 48.3241476957,-08 34 31.009371702,-7.411,-10.451,7.25,7.18,6.976,6.984,6.938
HD  30717,04 49 37.5408971358,-08 34 56.135859625,-4.692,-5.429,8.95,8.88,8.819,8.849,8.83
HD  64279,07 52 47.1439886600,-08 35 18.693321301,-6.489,0.703,9.99,9.92,9.678,9.673,9.684
HD  44053,06 19 16.4858828960,-08 38 19.000837460,0.384,-3.335,9.57,9.54,9.42,9.398,9.395
HD 199536,20 58 03.7082530917,-08 39 19.266202211,5.568,2.156,10.27,10.2,10.125,10.14,10.135
HD  65348,07 57 57.6442524885,-08 44 55.178520365,-9.01,-5.596,9.76,9.69,9.475,9.465,9.468
HD 188045,19 53 32.0838136627,-08 45 03.414002165,4.24,-16.745,9.22,9.17,8.867,8.817,8.852
HD  63111,07 46 52.8562570538,-08 50 38.746172841,-1.73,-2.608,9.08,9.06,9.03,9.039,9.041
HD  46805,06 34 59.5108271633,-08 52 03.826010945,-1.619,-0.443,9.06,8.99,8.83,8.825,8.832
HIP  68888,14 06 17.7716226713,-08 53 29.847843990,-0.65,21.6,6.545,6.519,6.449,6.518,6.447
HIP  20787,04 27 08.5013896978,-08 53 54.772172960,3.406,-2.143,8.61,8.57,8.499,8.464,8.493
HD  65955,08 00 59.5137887184,-08 54 11.813141597,-2.188,0.631,9.77,9.71,9.542,9.537,9.483
HD  45472,06 27 20.4889685757,-08 56 03.947511178,-5.248,5.403,9.54,9.47,9.323,9.282,9.266
HIP  31226,06 32 59.2615646452,-08 57 50.615293222,-14.422,-9.678,7.46,7.39,7.146,7.184,7.104
HIP  42606,08 41 01.6209614968,-09 03 07.190631324,-34.776,2.278,6.637,6.63,6.61,6.66,6.622
HIP  25088,05 22 14.9460614982,-09 05 16.175107797,3.074,3.811,9.44,9.38,9.307,9.332,9.277
HD 194653,20 27 08.2607409568,-09 08 24.693748452,2.777,-12.011,9.07,9.03,8.886,8.855,8.858
HIP 105035,21 16 29.8456634559,-09 09 28.270400821,31.114,3.901,7.46,7.43,7.35,7.364,7.324
HIP  23327,05 01 03.2552921492,-09 13 29.448305081,-2.3,-1.27,8.97,8.93,8.816,8.859,8.813
HD  59154,07 28 22.0221250705,-09 15 11.624219473,-3.617,-8.593,8.7,8.7,8.713,8.701,8.731
HIP  68752,14 04 21.4703260460,-09 15 27.651455145,-43.029,-8.557,6.67,6.64,6.538,6.523,6.532
HIP  56631,11 36 40.6597762494,-09 18 47.046642107,-22.813,-9.465,7.44,7.4,7.244,7.265,7.186
HIP  12055,02 35 24.4704717641,-09 21 02.700876117,3.211,-4.906,7.13,7.099,7.063,7.118,7.064
HD  44097,06 19 37.7231702534,-09 22 58.222157632,-3.808,2.932,8.89,8.92,8.915,8.946,8.872
HD  66352,08 02 44.0338685455,-09 26 20.919749468,-2.845,-5.121,9.58,9.56,9.396,9.361,9.343
HIP  10512,02 15 28.3112286842,-09 27 59.496039945,-7.854,-5.289,6.537,6.549,6.463,6.454,6.448
HIP  37737,07 44 23.2909268516,-09 33 49.911990501,-2.127,-2.436,8.47,8.4,8.148,8.142,8.096
HIP 101567,20 35 03.5913259260,-09 34 50.020195292,13.248,-16.372,7.41,7.36,7.25,7.264,7.247
HIP  15378,03 18 19.7830064697,-09 43 53.624020618,6.272,-2.36,7.87,7.87,7.761,7.835,7.774
HD  46182,06 31 33.0187041919,-09 44 50.070377156,-0.933,-1.592,10.06,9.99,9.69,9.673,9.632
HIP  24826,05 19 17.8983790829,-09 45 45.229486972,-2.571,-2.159,8.81,8.74,8.613,8.682,8.611
HIP  40780,08 19 23.8568940438,-09 48 31.705701853,-7.432,-3.28,8.45,8.38,8.201,8.214,8.18
HD  68751,08 13 30.3127569035,-09 49 14.983509646,0.106,-15.511,9.74,9.7,9.587,9.584,9.569
HIP  44801,09 07 47.9769287342,-09 51 13.233757531,-13.1,4.379,7.85,7.83,7.677,7.686,7.643
HIP  16677,03 34 37.4717794541,-09 52 05.729222471,20.472,5.738,6.258,6.239,6.127,6.141,6.126
HIP  48491,09 53 21.9031435867,-09 54 13.256193894,-13.778,-5,7.11,7.08,6.92,6.946,6.897
HIP  48126,09 48 43.4893849473,-09 55 07.081007983,-32.861,-10.061,6.98,6.97,6.92,6.917,6.905
HD  51699,06 58 03.8714379800,-09 57 21.064185138,0.64,-7.483,9.19,9.15,9.023,9.033,8.99
HIP  29906,06 17 48.7388645922,-09 59 03.054227709,2.79,2.46,8.6,8.55,8.455,8.492,8.493
HIP  25242,05 23 52.4770075993,-09 59 30.066988903,-5.485,-1.56,9.11,9.04,8.885,8.865,8.885
HIP  20912,04 28 54.4901787629,-10 01 16.270538830,-7.541,-1.112,8.79,8.72,8.542,8.529,8.525
HIP  41205,08 24 31.1910786681,-10 01 43.162267623,-11.455,6.443,9.14,9.09,8.958,8.974,8.953
HD  40044,05 56 03.1799400049,-10 06 10.031718349,2.72,-4.295,9.23,9.2,9.108,9.132,9.111
HD  26402,04 10 09.8179339465,-10 10 32.168495441,2.974,-26.946,9.35,9.32,9.136,9.127,9.112
HD  69587,08 17 14.8952134295,-10 27 54.836404128,-8.271,5.664,8.72,8.66,8.589,8.529,8.545
HIP  40201,08 12 39.9326387134,-10 32 19.189844181,-3.099,-0.685,9.4,9.38,9.192,9.185,9.151
HIP  28119,05 56 34.4660159033,-10 38 55.974666466,-0.468,0.526,8.29,8.26,8.154,8.182,8.119
HD  62078,07 41 54.2063345889,-10 44 15.377014035,-7.387,-2.823,9.66,9.59,9.333,9.323,9.291
HIP  46167,09 24 54.7771566245,-10 56 05.056745641,-8.55,-9.79,7.66,7.63,7.523,7.576,7.535
HIP 103900,21 03 08.5811841237,-11 02 53.748960709,9.731,-7.503,8.46,8.42,8.345,8.332,8.339
HD  53776,07 05 52.4302659269,-11 05 41.482265252,-5.274,-6.897,9.2,9.14,9.008,8.989,8.987
HD  47614,06 39 03.0215814132,-11 16 07.904135400,-7.698,-2.073,8.79,8.73,8.566,8.619,8.556
HIP  47153,09 36 31.0923695237,-11 16 27.089983765,-3.698,-1.217,7.61,7.55,7.405,7.458,7.375
HIP 107517,21 46 32.0968955529,-11 21 57.449330234,29.199,-8.757,5.56,5.567,5.559,5.59,5.568
HD  64944,07 55 58.1708002955,-11 26 10.714304948,-3.808,-0.499,9.47,9.43,9.33,9.364,9.327
HD  67861,08 09 34.7108247556,-11 36 39.406343887,-7.1,-1.827,10.03,10.03,10.034,10.068,10.058
HD  81127,09 23 32.5596749467,-11 41 42.908420292,-18.184,6.653,9.53,9.47,9.382,9.367,9.342
HD  88926,10 15 12.8169299363,-11 47 23.764868627,-29.077,1.92,7.5,7.5,7.441,7.486,7.454
HIP  19053,04 04 56.2676207346,-11 47 56.539018960,20.797,-1.54,8.04,8.01,7.873,7.945,7.853
HD  67407,08 07 25.7721934271,-11 50 08.063677107,-5.584,-4.429,8.89,8.89,8.811,8.871,8.833
HD  72851,08 34 49.9311291078,-11 51 24.425289504,6.786,-1.277,9.6,9.57,9.523,9.574,9.527
HD  41796,06 06 42.4213637755,-11 57 47.031039071,-9.995,-2.315,8.21,8.14,7.932,7.918,7.885
HD  65200,07 57 13.7232889190,-11 58 45.598428861,-8.498,3.466,9.23,9.22,9.036,9.057,9.015
HD  37890,05 41 16.2824872079,-12 00 24.553035292,-1.927,5.38,9.21,9.18,9.018,9.012,8.999
HIP 115119,23 19 02.1485981410,-12 10 13.535677800,10.526,0.204,7.24,7.23,7.154,7.156,7.157
HD  67968,08 10 00.5898337740,-12 14 24.356212646,-0.241,1.486,8.78,8.76,8.634,8.688,8.647
HIP  34504,07 08 56.3625275986,-12 19 09.259019652,-7.648,2.923,8.69,8.64,8.457,8.431,8.425
HIP  44807,09 07 53.4865409326,-12 19 23.441528814,-18.238,5.354,8.74,8.69,8.608,8.64,8.64
HD  62388,07 43 14.9959641661,-12 24 02.105712948,3.027,0.078,8.93,8.9,8.702,8.684,8.657
HIP  52113,10 38 50.4158001549,-12 26 37.046782978,-46.51,9.6,6.023,6.045,5.994,6.018,5.989
HIP  73200,14 57 36.6569439321,-12 38 16.890705224,-27.025,-2.574,7.87,7.8,7.585,7.62,7.578
HIP  98953,20 05 26.3353833148,-12 39 54.594552862,7.017,-48.808,6.59,6.53,6.352,6.363,6.341
HIP  24492,05 15 18.2183460981,-12 43 39.509875410,4.792,-1.414,8.46,8.43,8.337,8.393,8.311
HIP  22605,04 51 48.0533437566,-12 44 45.548769078,-8.064,-3.783,8.1,8.05,7.961,7.972,7.971
HIP  27089,05 44 39.2267753424,-12 46 36.080261270,-10.546,0.941,7.93,7.89,7.836,7.854,7.79
HD  50514,06 53 07.7687036015,-12 58 44.452275567,-5.292,3.29,9.2,9.19,9.153,9.208,9.168
HD  35397,05 23 50.9678070630,-13 00 44.669998798,-2.129,-2.873,9.37,9.32,9.105,9.118,9.056
HD  40988,06 01 47.2863452043,-13 02 55.416418025,3.064,0.455,9.27,9.2,9.056,9.072,9.071
HD  60239,07 33 00.0215772731,-13 04 33.586078019,-5.458,-0.362,9.04,9.04,8.946,8.987,8.951
HD  67160,08 06 17.0809526991,-13 16 24.603665051,-10.977,2.633,9.06,9.07,9.014,9.034,8.998
HD  47079,06 36 14.1372782517,-13 25 46.199163143,-5.253,0.354,9.29,9.23,9.006,9.106,9.033
HIP  86049,17 35 07.4617871773,-13 38 16.300083023,-25.881,-30.927,6.92,6.88,6.665,6.709,6.616
HD  57408,07 20 37.7563926704,-13 38 24.730033146,-5.289,-0.954,9.69,9.65,9.396,9.389,9.361
HIP  35220,07 16 47.0617115456,-13 40 52.010943883,-4.12,-2.855,7.243,7.179,6.992,7.034,6.984
HIP  37787,07 44 56.0253789340,-13 41 41.409833205,-16.202,3.566,8.21,8.17,8.025,8.068,8.023
HIP  32171,06 43 02.2673690405,-13 41 53.237620100,-2.509,-22.891,7.18,7.13,6.951,6.99,6.914
HIP 105315,21 19 48.6388152201,-14 01 03.062355158,22.186,-0.48,7.05,7.03,6.875,6.879,6.848
HIP  96753,19 40 05.0741397772,-14 02 40.825600179,6.158,-27.761,7.19,7.15,7.029,7.051,7.036
HD 194322,20 25 30.8731761272,-14 07 26.123452174,3.212,-14.637,8.89,8.82,8.561,8.556,8.523
HIP 114371,23 09 49.5500289867,-14 30 37.999526157,29.603,-7.42,6.43,6.43,6.379,6.4,6.369
HIP  74050,15 07 58.5062983195,-14 35 32.824075821,-20.305,5.43,8.01,7.97,7.849,7.876,7.858
HIP  29966,06 18 29.7631666247,-14 35 53.948077132,4.169,-5.168,8.38,8.37,8.242,8.279,8.256
HD  44115,06 19 30.4322383344,-14 39 54.528667279,-3.785,3.04,9.26,9.2,9.002,9.037,9.017
HIP  48067,09 47 55.6983687687,-14 56 04.361929323,-14.467,1.72,8.33,8.28,8.124,8.119,8.116
HD  69461,08 16 39.7923087802,-14 56 59.706685403,-1.859,-1.529,9.25,9.24,9.059,9.033,9.034
HIP  45424,09 15 24.9477470796,-15 01 29.676713705,-11.57,-17.4,6.33,6.318,6.245,6.274,6.246
HIP  52693,10 46 26.6936551431,-15 02 02.770398677,-29.729,1.924,7.44,7.41,7.263,7.276,7.208
HD  33803,05 12 16.4151313477,-15 04 17.713259184,20.518,0.736,9.88,9.82,9.615,9.615,9.568
HIP  41987,08 33 30.3630637301,-15 12 13.059433923,-6.576,1.275,8.04,8.05,7.969,8.015,7.962
HIP  17623,03 46 31.6777190723,-15 14 55.987983434,5.279,2.115,8.23,8.19,8.103,8.124,8.099
HIP  63109,12 55 53.2431069755,-15 19 37.284592626,-18.581,-0.969,6.164,6.174,6.093,6.1,6.116
HD  43488,06 15 48.3174315069,-15 21 12.847833665,-4.055,6.94,9.27,9.2,8.973,8.942,8.944
HD  74284,08 42 40.9889358740,-15 23 01.980328834,-3.991,-3.298,9.57,9.54,9.406,9.398,9.367
HIP  41314,08 25 47.7177191425,-15 25 48.739860276,-4.882,-1.846,8.24,8.19,8.154,8.223,8.122
HD 178462,19 09 18.8386621503,-15 33 03.162644057,3.163,0.575,9.93,9.89,9.617,9.556,9.598
HD 181945,19 23 01.3771688409,-15 34 54.274028946,5.959,0.273,9.28,9.21,9.034,9.032,9.02
HD  72989,08 35 23.5085091168,-15 36 15.474790913,-7.66,2.492,10.5,10.46,10.293,10.288,10.262
HD  25266,04 00 16.4357962164,-15 36 25.219103093,5.774,2.542,9.95,9.88,9.773,9.791,9.793
HIP  49689,10 08 35.4245512944,-15 36 42.967799273,-37.528,2.518,6.235,6.244,6.209,6.233,6.199
HIP 100448,20 22 12.7987412390,-15 37 32.468394685,3.124,-30.342,8.04,7.99,7.829,7.832,7.8
HD  83496,09 38 28.0016693109,-15 37 50.445517204,-8.732,2.852,9.46,9.46,9.321,9.285,9.28
HD 200604,21 04 49.3813997044,-15 45 59.619745385,5.2,-7.984,9.97,9.92,9.761,9.76,9.711
HIP  67139,13 45 35.0671648063,-15 46 02.883866084,-43.189,-24.628,6.22,6.179,6.05,6.066,6.024
HD  71851,08 29 08.5418586042,-15 46 20.643199529,-3.912,-6.091,8.88,8.82,8.588,8.544,8.611
BD-15  1339,06 18 43.5811046052,-15 54 32.860227637,-2.698,1.667,10.83,10.78,10.621,10.633,10.619
HD  71943,08 29 36.2456649985,-16 00 06.387090813,-9.972,3.297,9.15,9.09,9.1,9.108,9.067
HIP  48947,09 59 08.5259723431,-16 00 41.729722128,-31.66,2.826,7.67,7.6,7.47,7.504,7.456
HD  70710,08 22 52.6888740392,-16 07 51.538785528,-1.978,-1.211,9.4,9.36,9.268,9.249,9.24
HIP 110963,22 28 53.5481762960,-16 09 07.229203464,26.035,-6.512,8.8,8.76,8.603,8.601,8.602
HIP  31785,06 38 45.6172944291,-16 15 39.105230582,6.074,-6.558,7.12,7.1,7.011,7.019,7.019
HD  71580,08 27 38.5180166745,-16 17 26.247643905,-9.151,4.323,8.56,8.52,8.445,8.454,8.413
HIP  49512,10 06 33.0339788629,-16 20 18.608773118,-26.118,2.902,8.27,8.24,8.125,8.187,8.122
HD 199829,21 00 09.7032218375,-16 40 20.556877544,6.383,1.541,10.06,9.99,9.75,9.761,9.749
HIP  30193,06 21 08.8001039500,-16 40 37.893954203,-14.036,11.13,8.08,8.01,7.82,7.845,7.818
HIP  22679,04 52 37.9676015155,-16 51 58.948169841,4.3,5.548,8.88,8.81,8.764,8.797,8.788
HIP  28877,06 05 48.3338149159,-16 57 33.763757715,-2.709,0.906,7.89,7.87,7.808,7.829,7.816
HIP  25280,05 24 28.4872783247,-16 58 32.789078380,33.12,-17.269,5.631,5.636,5.647,5.678,5.649
HIP  26552,05 38 46.2483099848,-17 04 14.739684885,11.495,-23.01,7.93,7.98,7.972,8.025,7.995
HIP  58188,11 56 00.9553851475,-17 09 02.958633685,-51.147,-8.894,5.138,5.16,5.18,5.211,5.176
HIP 109960,22 16 16.5580104369,-17 12 18.881115720,14.311,0.549,8.74,8.68,8.634,8.647,8.626
HD  49529,06 48 09.9457479715,-17 13 46.883038569,-5.964,1.065,8.12,8.09,8.015,8.084,8.028
HD  53694,07 05 22.2912454342,-17 28 05.983750595,0.624,-5.666,10.14,10.11,9.857,9.87,9.832
HD  57908,07 22 38.2335393713,-17 43 00.493502106,-4.928,0.993,10.33,10.27,10.074,10.056,10.03
HIP  52018,10 37 39.2785043088,-17 49 14.456656437,5.558,-6.32,8.58,8.55,8.409,8.396,8.395
HD  69372,08 16 07.1518364683,-17 51 29.317774510,-6.39,-3.591,8.76,8.7,8.402,8.39,8.377
HIP  30184,06 21 02.8370118520,-17 57 27.152346319,-0.116,-3.812,8.1,8.08,7.945,7.958,7.904
HD  64263,07 52 23.5314808881,-18 01 06.197442249,-9.675,-9.582,8.34,8.29,8.163,8.165,8.17
HD  74001,08 40 45.0192390357,-18 08 54.438983601,-6.517,-1.287,9.37,9.33,9.164,9.152,9.12
HIP  27307,05 47 07.7071497541,-18 10 08.280278093,-7.614,0.204,8.07,8.09,8.078,8.079,8.063
HIP  56746,11 38 04.9426207014,-18 11 30.473810900,-80.007,23.73,7.48,7.41,7.268,7.307,7.279
HIP  69658,14 15 24.0849409,-18 12 02.487932,-45.76,-12.1,5.525,5.532,5.543,5.548,5.552
HIP  51193,10 27 25.3694579529,-18 17 12.480635019,-15.248,-2.987,7.11,7.09,6.953,7.033,6.945
HIP  28539,06 01 29.4330136631,-18 17 20.137929421,-1.519,-23.756,8.62,8.59,8.53,8.574,8.551
HIP  39658,08 06 17.2824913554,-18 22 23.411333248,-14.788,-15.28,7.63,7.6,7.476,7.497,7.471
HD  61406,07 38 28.3067129169,-18 29 24.100703403,-9.398,-1.896,9.79,9.73,9.467,9.485,9.433
HD  62572,07 43 58.5325540321,-18 36 20.751098370,6.4,-30.428,8.73,8.7,8.48,8.473,8.491
HD  35735,05 25 47.4072871448,-18 39 41.370676037,1.895,5.261,9.52,9.5,9.413,9.442,9.381
HIP  17946,03 50 13.9047434704,-18 44 45.640271414,-13.859,-6.88,7.39,7.38,7.301,7.34,7.309
HD  54468,07 08 07.3088253841,-18 46 34.766656422,-7.787,5.305,9.18,9.16,8.999,9.01,9.015
HD  62001,07 41 13.9030528634,-18 59 37.414039337,3.479,9.828,8.26,8.21,8.003,7.963,7.983
HD  69944,08 18 40.6738358928,-19 01 05.069516823,0.253,-1.089,9.94,9.9,9.793,9.791,9.779
HIP  30295,06 22 20.5010011548,-19 05 51.240505977,-3.343,-4.053,8.91,8.9,8.847,8.885,8.844
HD  64171,07 51 58.4666799401,-19 08 02.628508020,-7.881,4.362,8.92,8.87,8.676,8.686,8.671
HIP  52524,10 44 21.2304134605,-19 08 30.852209724,3.894,-6.198,8.03,8,7.89,7.874,7.873
HD  49209,06 46 28.7634791830,-19 11 44.776412273,-4.734,5.181,9.93,9.87,9.838,9.852,9.819
HD  72153,08 30 43.0635197923,-19 21 37.544903900,-3.302,-0.17,8.75,8.71,8.636,8.641,8.587
HD  64475,07 53 22.4366253949,-19 22 51.103535896,-6.73,2.736,9.37,9.36,9.268,9.247,9.242
HIP 111321,22 33 07.7985569273,-19 23 27.753737030,20.494,1.247,9.07,9,8.836,8.874,8.831
HIP  29088,06 08 09.0598112899,-19 25 54.299001451,-3.074,0.262,8.21,8.19,8.14,8.259,8.131
HIP  19001,04 04 17.8463549671,-19 28 09.289923324,-10.833,-4.3,7.75,7.69,7.621,7.687,7.604
HIP  47070,09 35 33.8002342017,-19 35 00.222276617,-26.839,-33.203,6.37,6.31,6.196,6.192,6.148
HD  63845,07 50 09.7468923798,-19 44 54.260857076,1.24,-3.225,9.55,9.49,9.371,9.321,9.322
HIP  50790,10 22 12.9373795630,-19 51 59.655219474,-35.669,8.625,6.16,6.13,5.983,6.01,5.955
