,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,SP_TYPE,SP_QUAL,SP_BIBCODE,OTYPE_S,OTYPES,PLX_VALUE,PLX_PREC,PLX_ERROR,PLX_QUAL,PLX_BIBCODE,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,25s,1.5m,B-V,J-K,Mv,CRITERIA,MASK_E(B-V),MASK_E(J-K),MASK_SP_TYPE,MASK_OTYPE,MASK_25s,MASK_Mv,MASK_1.5m,MASK_N,MASK_Good
HD77977,HD  77977,09 04 20.6062,-39 00 37.737,14,14,0.0308,0.0351,90,A,O,2018yCat.1345....0G,,10.29,10.24,,,10.127,10.164,10.144,A0V,C,1982MSS...C03....0H,Star,*|IR,1.9739,4,0.0427,A,2018yCat.1345....0G,-10.587,6.193,3,3,0.065,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,-0.01699999999999946,1.534125735213523,Mv=1.534125735213523;,0,0,0,0,0,1,0,1,False
HD57947,HD  57947,07 21 39.1051,-39 03 44.100,14,14,0.0281,0.0369,90,A,O,2018yCat.1345....0G,,9.43,9.27,,,,,,A0V,C,1982MSS...C03....0H,Star,*,3.3764,4,0.0374,A,2018yCat.1345....0G,-10.53,7.007000000000001,3,3,0.059000000000000004,0.068,90,A,2018yCat.1345....0G,1.0,1.0,0.16000000000000014,,1.3282694579882213,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD50179,HD  50179,06 50 20.7434,-39 07 33.749,14,14,0.0297,0.0391,90,A,O,2018yCat.1345....0G,,9.07,8.93,,,8.699,8.677,8.655,A0V,C,1982MSS...C03....0H,Star,*|IR|UV,3.4753,4,0.0385,A,2018yCat.1345....0G,-7.452999999999999,8.687000000000001,3,3,0.065,0.07400000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.14000000000000057,0.04400000000000048,1.12396150178309,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD171255,HD 171255,18 35 33.7406,-39 08 19.448,14,14,0.059000000000000004,0.0474,90,A,O,2018yCat.1345....0G,,9.56,9.43,,,,,,A0V,C,1982MSS...C03....0H,Star,*,1.9011,4,0.0644,A,2018yCat.1345....0G,-0.526,-0.892,3,3,0.725,0.8909999999999999,90,A,2016A&A...595A...2G,1.0,1.0,0.13000000000000078,,0.3505248092245059,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD120924,HD 120924,13 53 17.9461,-39 22 02.879,14,14,0.0546,0.0706,90,A,O,2018yCat.1345....0G,,9.56,9.56,,,9.527000000000001,9.505,9.486,A0V,C,1982MSS...C03....0H,Star,*|IR,1.6776,4,0.0733,A,2018yCat.1345....0G,-21.996,-2.084,3,3,0.131,0.177,90,A,2018yCat.1345....0G,1.0,2.0,0.0,0.04100000000000037,0.6834420872864371,1 close objects;,0,0,0,0,0,0,1,1,False
HD173464,HD 173464,18 47 13.6577,-39 33 49.080,14,14,0.075,0.077,90,A,O,2018yCat.1345....0G,,8.48,8.43,,,8.216000000000001,8.17,8.111,A0V,C,1982MSS...C03....0H,Star,*|IR,3.6585,4,0.0886,A,2018yCat.1345....0G,7.085,-7.577999999999999,3,3,0.42200000000000004,0.498,90,A,2016A&A...595A...2G,1.0,1.0,0.05000000000000071,0.10500000000000043,1.0640152968470569,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HIP19898,HD  27208,04 16 05.9587,-39 37 11.761,14,14,0.0289,0.0414,90,A,O,2018yCat.1345....0G,,8.04,8.04,,,8.048,8.109,8.086,A0V(n),C,1982MSS...C03....0H,Star,*|IR|UV,3.9986,4,0.0403,A,2018yCat.1345....0G,13.270999999999999,1.4169999999999998,3,3,0.065,0.10400000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.0,-0.038000000000000256,1.049539808262752,SPTYPE=A0V(n);,0,0,1,0,0,0,0,1,False
HD149738,HD 149738,16 38 26.9628,-39 39 06.534,14,14,0.0575,0.0436,90,A,O,2018yCat.1345....0G,,8.05,7.98,,,7.683,7.6579999999999995,7.607,A0V,C,1982MSS...C03....0H,Star,*|IR|UV,5.5777,4,0.0564,A,2018yCat.1345....0G,-17.104,-19.797,3,3,0.115,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.07599999999999962,1.4567757588216073,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD103029,HD 103029,11 51 34.2825,-39 39 58.043,14,14,0.0551,0.0362,90,A,O,2018yCat.1345....0G,,9.08,8.98,,,,,,A0V,C,1982MSS...C03....0H,Star,*,2.1483,4,0.0657,A,2018yCat.1345....0G,-9.538,2.222,3,3,0.084,0.061,90,A,2018yCat.1345....0G,1.0,1.0,0.09999999999999964,,0.2754746422303975,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HIP95464,HD 182186,19 25 09.4460,-39 51 08.150,14,14,0.0562,0.0563,90,A,O,2018yCat.1345....0G,,8.33,8.27,,,7.947,7.962000000000001,7.881,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,3.1714,4,0.0654,A,2018yCat.1345....0G,5.977,-23.505,3,3,0.10800000000000001,0.102,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.06599999999999984,0.557255109279285,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HIP61498,HD 109573,12 36 01.0317,-39 52 10.222,14,14,0.0977,0.1004,90,A,O,2018yCat.1345....0G,,5.7860000000000005,5.774,7.25,5.81,5.784,5.794,5.769,A0V,C,1982MSS...C03....0H,PM*,**|**|*|TT*|PM*|IR|UV|X,13.9064,4,0.1349,A,2018yCat.1345....0G,-55.653,-23.74,3,3,0.18100000000000002,0.23,90,A,2018yCat.1345....0G,2.0,1.0,0.012000000000000455,0.01499999999999968,1.446273585802546,1 close objects;,0,0,0,0,1,0,0,1,False
HIP55899,HD  99627,11 27 29.3743,-39 52 35.396,14,14,0.0652,0.0573,90,A,O,2018yCat.1345....0G,,7.38,7.32,,,7.127000000000001,7.169,7.0729999999999995,A0V,C,1982MSS...C03....0H,Star,*|IR|UV|**,7.3521,4,0.0898,A,2018yCat.1345....0G,-29.682,-7.882000000000001,3,3,0.034,0.027999999999999997,90,A,2016A&A...595A...2G,3.0,1.0,0.05999999999999961,0.05400000000000116,1.433057027494761,2 close objects;,0,0,0,0,1,0,0,1,False
HIP2665,HD   3085,00 33 48.0151,-39 55 28.595,14,14,0.0464,0.0432,90,A,O,2018yCat.1345....0G,,7.395,7.419,,,7.432,7.44,7.412999999999999,B9V,C,1978MSS...C02....0H,Star,*|IR|UV,5.7621,4,0.0663,A,2018yCat.1345....0G,25.603,9.158999999999999,3,3,0.073,0.08,90,A,2018yCat.1345....0G,1.0,1.0,-0.02400000000000002,0.019000000000001016,1.3095039554832804,SPTYPE=B9V;,0,0,1,0,0,0,0,1,False
HD139273,HD 139273,15 38 45.9329,-39 58 40.473,14,14,0.0409,0.0252,90,A,O,2018yCat.1345....0G,,10.24,10.13,,,9.766,9.744,9.724,A0V,C,1982MSS...C03....0H,Star,*|IR,1.3073,4,0.0509,A,2018yCat.1345....0G,-3.945,-2.053,3,3,0.09699999999999999,0.063,90,A,2018yCat.1345....0G,1.0,1.0,0.10999999999999943,0.041999999999999815,0.3103763058985283,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD129961,HD 129961,14 46 45.8546,-40 14 45.888,14,14,0.0909,0.0534,90,A,O,2018yCat.1345....0G,,9.84,9.76,9.72,9.673,9.621,9.601,9.572000000000001,A0V,C,1982MSS...C03....0H,Star,*|IR,1.0575,4,0.0943,A,2018yCat.1345....0G,-15.05,-5.273,3,3,0.14,0.11199999999999999,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.04899999999999949,-0.4105981197646007,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD167025,HD 167025,18 15 14.5668,-40 15 33.368,14,14,0.059000000000000004,0.0614,90,A,O,2018yCat.1345....0G,,9.83,9.72,,,9.594,9.667,9.632,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,1.3517,4,0.0875,A,2018yCat.1345....0G,-1.214,-4.959,3,3,0.113,0.094,90,A,2018yCat.1345....0G,1.0,1.0,0.10999999999999943,-0.038000000000000256,-0.027098431031739867,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD64286,HD  64286,07 51 27.8991,-40 18 58.267,14,14,0.1584,0.2036,90,A,O,2018yCat.1345....0G,,9.27,9.24,,,9.255,9.325,9.271,A0V,C,1978MSS...C02....0H,Star,*|IR,0.8269,4,0.2181,A,2018yCat.1345....0G,-5.685,4.842,3,3,0.34700000000000003,0.377,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,-0.016000000000000014,-1.2822350403516782,Mv=-1.2822350403516782;,0,0,0,0,0,1,0,1,False
HIP39656,HD  67440,08 06 15.2283,-40 20 37.196,14,14,0.0348,0.0421,90,A,O,2018yCat.1345....0G,,8.13,8.14,,,8.017000000000001,8.06,8.017999999999999,A0V,C,1978MSS...C02....0H,Star,**|*|IR,1.9165,4,0.0462,A,2018yCat.1345....0G,-0.909,-0.37799999999999995,3,3,0.073,0.083,90,A,2018yCat.1345....0G,1.0,2.0,-0.009999999999999787,-0.0009999999999976694,-0.41095588204814526,1 close objects;,0,0,0,0,0,0,1,1,False
HD71526,HD  71526,08 26 26.3076,-40 23 15.638,14,14,0.0292,0.0331,90,A,O,2018yCat.1345....0G,,9.49,9.54,,,9.529,9.547,9.545,A0V,C,1978MSS...C02....0H,YSO,*|Y*O|IR,2.1131,4,0.0378,A,2018yCat.1345....0G,-7.185,7.132000000000001,3,3,0.066,0.063,90,A,2018yCat.1345....0G,1.0,1.0,-0.049999999999998934,-0.016000000000000014,1.3471002500995888,OTYPE=YSO;,0,0,0,1,0,0,0,1,False
HD67638,HD  67638,08 07 16.7060,-40 23 20.719,14,14,0.0276,0.0386,90,A,O,2018yCat.1345....0G,,10.37,10.32,,,10.272,10.27,10.272,A0V,C,1978MSS...C02....0H,Star,*|IR,1.8893,4,0.0359,A,2018yCat.1345....0G,-7.472,6.832999999999999,3,3,0.059000000000000004,0.079,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.0,1.51900462285387,Mv=1.51900462285387;,0,0,0,0,0,1,0,1,False
HD63947,HD  63947,07 49 38.8934,-40 23 36.696,14,14,0.0344,0.0414,90,A,O,2018yCat.1345....0G,,9.91,9.79,,,9.574,9.55,9.53,A0V,C,1978MSS...C02....0H,Star,*|IR,1.7066,4,0.0453,A,2018yCat.1345....0G,-0.055999999999999994,5.359,3,3,0.07400000000000001,0.075,90,A,2018yCat.1345....0G,1.0,1.0,0.120000000000001,0.04400000000000048,0.5126587064830949,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD52466,HD  52466,06 59 30.4492,-40 24 39.949,14,14,0.0349,0.0364,90,A,O,2018yCat.1345....0G,,10.21,10.06,,,9.851,9.815,9.802,A0V,C,1978MSS...C02....0H,Star,*|IR,2.142,4,0.0408,A,2018yCat.1345....0G,9.182,-28.250999999999998,3,3,0.07200000000000001,0.068,90,A,2018yCat.1345....0G,1.0,1.0,0.15000000000000036,0.049000000000001265,1.1665973324791814,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HIP78445,HD 143248,16 00 53.7069,-40 26 07.752,14,14,0.0775,0.0385,90,A,O,2018yCat.1345....0G,,6.228,6.221,7.85,,6.187,6.23,6.188,A0V,C,1978MSS...C02....0H,Star,**|*|IR|UV,6.9355,4,0.0979,A,2018yCat.1345....0G,11.606,37.324,3,3,0.212,0.125,90,A,2018yCat.1345....0G,2.0,1.0,0.006999999999999673,-0.0009999999999994458,0.400838880336629,1 close objects;,0,0,0,0,1,0,0,1,False
HD79858,HD  79858,09 15 14.5057,-40 34 02.555,14,14,0.0277,0.032,90,A,O,2018yCat.1345....0G,,10.18,10.08,,,9.922,9.915,9.866,A0V,C,1978MSS...C02....0H,Star,*|IR,1.0722,4,0.0385,A,2018yCat.1345....0G,-5.306,3.162,3,3,0.802,0.733,90,A,2016A&A...595A...2G,1.0,1.0,0.09999999999999964,0.05600000000000094,-0.13362098555355775,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD130532,HD 130532,14 50 01.3648,-40 38 25.186,14,14,0.0866,0.0522,90,A,O,2018yCat.1345....0G,,9.43,9.35,,,9.07,9.081,9.019,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2497,4,0.0835,A,2018yCat.1345....0G,-17.875999999999998,-1.725,3,3,0.6940000000000001,0.826,90,A,2016A&A...595A...2G,1.0,1.0,0.08000000000000007,0.051000000000000156,0.8186230415985167,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD66232,HD  66232,08 00 47.8863,-40 40 59.598,14,14,0.0344,0.0411,90,A,O,2018yCat.1345....0G,,9.78,9.67,,,9.64,9.657,9.66,A0V,C,1978MSS...C02....0H,Star,*|IR,2.18,4,0.0444,A,2018yCat.1345....0G,-3.33,7.247999999999999,3,3,0.073,0.079,90,A,2018yCat.1345....0G,1.0,1.0,0.10999999999999943,-0.019999999999999574,0.9607824680230272,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD171965,HD 171965,18 39 21.3137,-40 41 06.171,14,14,0.0654,0.0685,90,A,O,2018yCat.1345....0G,,10.01,9.9,,,9.684,9.712,9.708,A0V,C,1978MSS...C02....0H,Star,*|IR,1.9191,4,0.0723,A,2018yCat.1345....0G,1.75,-8.219,3,3,0.122,0.113,90,A,2018yCat.1345....0G,1.0,1.0,0.10999999999999943,-0.02400000000000091,0.9139880271861276,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD82810,HD  82810,09 33 19.2242,-40 44 39.389,14,14,0.0518,0.0581,90,A,O,2018yCat.1345....0G,,10.02,9.94,,,9.758,9.693999999999999,9.706,A0V,C,1978MSS...C02....0H,Star,*|IR,1.2669,4,0.0681,A,2018yCat.1345....0G,-7.197,4.357,3,3,0.10300000000000001,0.10400000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.0519999999999996,0.1617116807228487,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD81482,HD  81482,09 24 36.5600,-40 45 43.038,14,14,0.0251,0.0317,90,A,O,2018yCat.1345....0G,,10.16,10.08,,,9.783,9.775,9.782,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6218,4,0.0381,A,2018yCat.1345....0G,-8.022,7.105,3,3,0.052000000000000005,0.059000000000000004,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.0009999999999994458,0.837986480411844,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD52899,HD  52899,07 01 05.6600,-40 47 41.811,14,14,0.0329,0.0375,90,A,O,2018yCat.1345....0G,,7.332000000000001,7.351,,,7.372999999999999,7.452000000000001,7.433,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,5.5523,4,0.0404,A,2018yCat.1345....0G,-15.770999999999999,10.755999999999998,3,3,0.07200000000000001,0.066,90,A,2018yCat.1345....0G,1.0,1.0,-0.01899999999999924,-0.0600000000000005,1.1427146186683004,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD137766,HD 137766,15 29 21.0546,-40 50 15.125,14,14,0.0678,0.0454,90,A,O,2018yCat.1345....0G,,8.68,8.59,,,8.327,8.337,8.299,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2349,4,0.0807,A,2018yCat.1345....0G,-2.062,-4.647,3,3,0.159,0.111,90,A,2018yCat.1345....0G,1.0,1.0,0.08999999999999986,0.02800000000000047,0.0077904775639479895,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD63853,HD  63853,07 49 07.8354,-40 54 11.096,14,14,0.0331,0.0374,90,A,O,2018yCat.1345....0G,,9.57,9.59,,,9.471,9.472000000000001,9.463,A0V,C,1978MSS...C02....0H,Star,*|IR,2.391,4,0.0437,A,2018yCat.1345....0G,-9.017999999999999,4.705,3,3,0.071,0.062,90,A,2018yCat.1345....0G,1.0,1.0,-0.019999999999999574,0.008000000000000895,1.5558978805788735,Mv=1.5558978805788735;,0,0,0,0,0,1,0,1,False
HD98634,HD  98634,11 20 31.3386,-40 57 28.224,14,14,0.0288,0.0244,90,A,O,2018yCat.1345....0G,,9.46,9.39,,,9.354,9.31,9.266,A0V,C,1978MSS...C02....0H,Star,*|IR,2.6839999999999997,4,0.0435,A,2018yCat.1345....0G,-18.410999999999998,-2.9410000000000003,3,3,0.057,0.048,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.08799999999999919,1.278412557484773,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HIP38577,HD  64825,07 53 57.3557,-40 59 01.890,14,14,0.0297,0.0374,90,A,O,2018yCat.1345....0G,,8.64,8.63,,,8.597999999999999,8.665,8.64,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.6764,4,0.0398,A,2018yCat.1345....0G,-9.022,4.412,3,3,0.065,0.071,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,-0.04200000000000159,0.7312551060369678,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD80975,HD  80975,09 21 36.0397,-41 05 49.224,14,14,0.0277,0.0353,90,A,O,2018yCat.1345....0G,,9.33,9.25,,,9.097999999999999,9.1,9.054,A0V,C,1978MSS...C02....0H,Star,*|IR,2.3352,4,0.0411,A,2018yCat.1345....0G,-7.4479999999999995,5.531000000000001,3,3,0.061,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.04399999999999871,0.7996204098997892,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD79617,HD  79617,09 13 53.3868,-41 15 26.665,14,14,0.0284,0.0333,90,A,O,2018yCat.1345....0G,,10.51,10.38,,,10.244000000000002,10.245,10.192,A0V,C,1978MSS...C02....0H,Star,*|IR,1.3722,4,0.0397,A,2018yCat.1345....0G,-8.637,6.215,3,3,0.899,0.9129999999999999,90,A,2016A&A...595A...2G,1.0,1.0,0.129999999999999,0.05200000000000138,0.5925870749519655,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD176001,HD 176001,18 59 54.8792,-41 18 04.858,14,14,0.032,0.033,90,A,O,2018yCat.1345....0G,,10.38,10.13,,,,,,A0V,C,1978MSS...C02....0H,Star,*,1.9167,4,0.038,A,2018yCat.1345....0G,-3.2230000000000003,-9.56,3,3,0.057,0.053,90,A,2018yCat.1345....0G,1.0,1.0,0.25,,0.6302707142590137,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD78743,HD  78743,09 08 30.0199,-41 18 21.001,14,14,0.0238,0.0334,90,A,O,2018yCat.1345....0G,,9.05,9.02,,,8.799,8.806000000000001,8.811,A0V,C,1978MSS...C02....0H,Star,*|IR,1.2378,4,0.035,A,2018yCat.1345....0G,8.367,6.74,3,3,0.518,0.509,90,A,2016A&A...595A...2G,1.0,1.0,0.030000000000001137,-0.012000000000000455,-0.6262476082160298,Mv=-0.6262476082160298;,0,0,0,0,0,1,0,1,False
HD111739,HD 111739,12 51 45.8106,-41 18 27.310,14,14,0.0607,0.0533,90,A,O,2018yCat.1345....0G,,9.63,9.53,,,9.296,9.338,9.265,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,1.9578,4,0.0938,A,2018yCat.1345....0G,-29.708000000000002,-2.083,3,3,0.115,0.114,90,A,2018yCat.1345....0G,1.0,1.0,0.10000000000000142,0.030999999999998806,0.6238416208575849,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD115009,HD 115009,13 14 59.5958,-41 22 22.153,14,14,0.0605,0.0653,90,A,O,2018yCat.1345....0G,,9.86,9.76,,,9.629,9.618,9.626,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2726,4,0.0769,A,2018yCat.1345....0G,-10.42,-4.026,3,3,0.134,0.141,90,A,2018yCat.1345....0G,1.0,1.0,0.09999999999999964,0.0030000000000001137,1.177615011709136,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD83014,HD  83014,09 34 19.3481,-41 25 13.001,14,14,0.0307,0.0388,90,A,O,2018yCat.1345....0G,,9.22,9.13,,,8.953,9.0,8.914,A0V,C,1978MSS...C02....0H,Star,*|IR,2.05,4,0.0474,A,2018yCat.1345....0G,-2.039,1.556,3,3,0.065,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.08999999999999986,0.0389999999999997,0.3602693052787723,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD118164,HD 118164,13 35 50.0991,-41 25 54.883,14,14,0.0475,0.0444,90,A,O,2018yCat.1345....0G,,9.88,9.74,,,9.722000000000001,9.732000000000001,9.695,A0V,C,1978MSS...C02....0H,Star,*|IR,1.7522,4,0.0517,A,2018yCat.1345....0G,-11.174000000000001,-3.487,3,3,0.8740000000000001,0.526,90,A,2016A&A...595A...2G,1.0,1.0,0.14000000000000057,0.027000000000001023,0.44691837999095513,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD155031,HD 155031,17 11 01.9402,-41 26 23.657,14,14,0.0684,0.0483,90,A,O,2018yCat.1345....0G,,7.88,7.81,,,7.483,7.4670000000000005,7.401,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,4.925,4,0.068,A,2018yCat.1345....0G,-10.807,-21.776999999999997,3,3,0.10300000000000001,0.08,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.08199999999999985,1.0165311741681502,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD80775,HD  80775,09 20 18.9098,-41 26 26.736,14,14,0.0396,0.0457,90,A,O,2018yCat.1345....0G,,8.9,8.83,,,8.732000000000001,8.732999999999999,8.689,A0V,C,1978MSS...C02....0H,Star,*|IR,1.2626,4,0.046,A,2018yCat.1345....0G,-10.839,5.737,3,3,0.091,0.09,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.04300000000000104,-0.9191710750433281,Mv=-0.9191710750433281;,0,0,0,0,0,1,0,1,False
HD134725,HD 134725,15 12 54.7420,-41 28 12.396,14,14,0.0763,0.0521,90,A,O,2018yCat.1345....0G,,10.13,10.04,,,9.892000000000001,9.905,9.89,A0V,C,1978MSS...C02....0H,Star,*|IR,1.4827,4,0.0812,A,2018yCat.1345....0G,-3.0060000000000002,-8.745,3,3,0.191,0.142,90,A,2018yCat.1345....0G,1.0,1.0,0.09000000000000163,0.002000000000000668,0.5667664377968731,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD74634,HD  74634,08 43 30.3858,-41 32 01.075,14,14,0.0379,0.0439,90,A,O,2018yCat.1345....0G,,9.64,9.59,,,9.537,9.481,9.492,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5141,4,0.0526,A,2018yCat.1345....0G,-6.735,8.04,3,3,0.08199999999999999,0.073,90,A,2018yCat.1345....0G,2.0,1.0,0.05000000000000071,0.04499999999999993,1.40941274022714,1 close objects;,0,0,0,0,1,0,0,1,False
HD59916,HD  59916,07 30 20.3626,-41 36 52.895,14,14,0.027000000000000003,0.0328,90,A,O,2018yCat.1345....0G,,10.14,10.03,,,9.686,9.72,9.641,A0V,C,1978MSS...C02....0H,Star,*|IR,2.1825,4,0.0388,A,2018yCat.1345....0G,-5.655,5.98,3,3,0.057,0.055,90,A,2018yCat.1345....0G,1.0,1.0,0.11000000000000121,0.04499999999999993,1.3232712618880327,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD45554,HD  45554,06 26 09.4931,-41 38 12.863,14,14,0.0334,0.0406,90,A,O,2018yCat.1345....0G,,7.98,7.95,,,7.818,7.8260000000000005,7.724,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,3.8188,4,0.0403,A,2018yCat.1345....0G,-11.144,2.09,3,3,0.07400000000000001,0.07400000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.03000000000000025,0.09399999999999942,0.7501345694643243,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD65441,HD  65441,07 57 00.5217,-41 38 33.043,14,14,0.032,0.0389,90,A,O,2018yCat.1345....0G,,7.82,7.82,,,7.726,7.771,7.751,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.0459,4,0.0404,A,2018yCat.1345....0G,-4.456,-1.003,3,3,0.068,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.0,-0.025000000000000355,-0.6255779882843715,Mv=-0.6255779882843715;,0,0,0,0,0,1,0,1,False
HD63174,HD  63174,07 45 46.5939,-41 39 13.307,14,14,0.0385,0.0457,90,A,O,2018yCat.1345....0G,,9.35,9.38,,,9.359,9.374,9.406,A0V,C,1978MSS...C02....0H,Star,*|IR,2.0388,4,0.048,A,2018yCat.1345....0G,-7.961,4.708,3,3,0.08199999999999999,0.087,90,A,2018yCat.1345....0G,1.0,1.0,-0.030000000000001137,-0.0470000000000006,1.036373124583358,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD69044,HD  69044,08 13 27.1662,-41 41 41.780,14,14,0.0366,0.0461,90,A,O,2018yCat.1345....0G,,10.51,10.35,,,10.248,10.227,10.195,A0V,C,1978MSS...C02....0H,Star,*|IR,0.9677,4,0.0482,A,2018yCat.1345....0G,-6.084,9.402000000000001,3,3,0.079,0.113,90,A,2018yCat.1345....0G,1.0,1.0,0.16000000000000014,0.05299999999999905,-0.3052962947496285,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HIP58837,HD 104805,12 04 04.5242,-41 42 33.401,14,14,0.047,0.0319,90,A,O,2018yCat.1345....0G,,8.19,8.14,,,7.898,7.9079999999999995,7.862,A0V,C,1978MSS...C02....0H,Star,**|*|IR,2.1903,4,0.0597,A,2018yCat.1345....0G,-0.67,-2.6,2,2,0.53,0.44,0,A,2007A&A...474..653V,2.0,1.0,0.049999999999998934,0.03599999999999959,-0.33998198419774583,1 close objects;,0,0,0,0,1,0,0,1,False
HIP49636,HD  88001,10 07 50.5322,-41 43 29.463,14,14,0.031,0.0345,90,A,O,2018yCat.1345....0G,,9.14,9.14,,,9.059,9.128,9.117,A0V,C,1978MSS...C02....0H,Star,*|IR,1.3531,4,0.0471,A,2018yCat.1345....0G,-11.69,4.678,3,3,0.064,0.066,90,A,2018yCat.1345....0G,1.0,1.0,0.0,-0.058000000000001606,-0.2033505297859488,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD27873,HD  27873,04 22 06.4722,-41 45 55.465,14,14,0.0373,0.0421,90,A,O,2018yCat.1345....0G,,8.7,8.71,,,8.714,8.74,8.77,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.1378,4,0.0426,A,2018yCat.1345....0G,5.672999999999999,9.62,3,3,0.044000000000000004,0.047,90,A,2016A&A...595A...2G,1.0,1.0,-0.010000000000001563,-0.05599999999999916,0.39633536367330197,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD57444,HD  57444,07 19 22.5812,-41 46 36.859,14,14,0.0326,0.0429,90,A,O,2018yCat.1345....0G,,10.08,9.95,,,9.812000000000001,9.838,9.809,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2161,4,0.0423,A,2018yCat.1345....0G,-7.042000000000001,5.603,3,3,0.07200000000000001,0.083,90,A,2018yCat.1345....0G,1.0,1.0,0.13000000000000078,0.00300000000000189,1.2034467687032426,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
