,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,SP_TYPE,SP_QUAL,SP_BIBCODE,OTYPE_S,OTYPES,PLX_VALUE,PLX_PREC,PLX_ERROR,PLX_QUAL,PLX_BIBCODE,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,25s,1.5m,B-V,J-K,Mv,CRITERIA,MASK_E(B-V),MASK_E(J-K),MASK_SP_TYPE,MASK_OTYPE,MASK_25s,MASK_Mv,MASK_1.5m,MASK_N,MASK_Good
HD42522,HD  42522,06 09 07.5663,-41 47 04.004,14,14,0.0269,0.0299,90,A,O,2018yCat.1345....0G,,10.22,10.08,,,9.851,9.866,9.818,A0V,C,1978MSS...C02....0H,Star,*|IR,2.1744,4,0.0306,A,2018yCat.1345....0G,-1.6680000000000001,8.686,3,3,0.063,0.06,90,A,2018yCat.1345....0G,1.0,1.0,0.14000000000000057,0.03300000000000125,1.2556971969420931,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD72159,HD  72159,08 29 44.7799,-41 47 24.092,14,14,0.0362,0.046,90,A,O,2018yCat.1345....0G,,9.0,9.01,,,9.017000000000001,8.98,8.94,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.9721,4,0.0433,A,2018yCat.1345....0G,-1.736,4.765,3,3,0.075,0.084,90,A,2018yCat.1345....0G,1.0,1.0,-0.009999999999999787,0.07700000000000173,1.4118170885610644,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD140801,HD 140801,15 47 14.7955,-41 50 06.384,14,14,0.0467,0.0293,90,A,O,2018yCat.1345....0G,,9.14,9.05,,,8.751,8.772,8.732000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,2.8936,4,0.0606,A,2018yCat.1345....0G,0.98,-7.1770000000000005,3,3,0.517,0.507,90,A,2016A&A...595A...2G,1.0,1.0,0.08999999999999986,0.01899999999999835,1.0286924787678182,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD79204,HD  79204,09 11 25.2682,-41 51 21.722,14,14,0.0319,0.0397,90,A,O,2018yCat.1345....0G,,10.11,10.05,,,9.997,10.031,10.037,A0V,C,1978MSS...C02....0H,Star,*|IR,1.5766,4,0.0435,A,2018yCat.1345....0G,-5.178999999999999,1.129,3,3,0.85,0.9159999999999999,90,A,2016A&A...595A...2G,1.0,1.0,0.05999999999999872,-0.040000000000000924,0.8196076111343326,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD64422,HD  64422,07 52 05.8363,-41 53 14.264,14,14,0.0271,0.0342,90,A,O,2018yCat.1345....0G,,10.4,10.32,,,10.147,10.136000000000001,10.138,A0V,C,1978MSS...C02....0H,Star,*|IR,0.9909,4,0.0376,A,2018yCat.1345....0G,-6.435,3.8489999999999998,3,3,0.057,0.057,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.009000000000000341,0.008149142055383418,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD164777,HD 164777,18 04 38.9070,-41 58 12.617,14,14,0.1104,0.09699999999999999,90,A,O,2018yCat.1345....0G,,7.65,7.59,,,7.435,7.4239999999999995,7.351,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,5.0019,4,0.1181,A,2018yCat.1345....0G,-2.5860000000000003,-34.058,3,3,0.209,0.16899999999999998,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.08399999999999963,0.8666750244551082,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD140198,HD 140198,15 43 56.8433,-42 00 39.840,14,14,0.0388,0.0247,90,A,O,2018yCat.1345....0G,,8.23,8.19,,,8.06,8.071,8.089,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,5.0288,4,0.0475,A,2018yCat.1345....0G,-11.206,-16.632,3,3,0.358,0.337,90,A,2016A&A...595A...2G,1.0,1.0,0.040000000000000924,-0.028999999999999915,1.5513218183675201,Mv=1.5513218183675201;,0,0,0,0,0,1,0,1,False
HD68088,HD  68088,08 09 08.8227,-42 01 49.669,14,14,0.0431,0.0485,90,A,O,2018yCat.1345....0G,,10.12,10.05,,,9.774,9.759,9.732999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR,1.0674,4,0.0541,A,2018yCat.1345....0G,-5.456,6.406000000000001,3,3,1.12,0.894,90,A,2016A&A...595A...2G,1.0,2.0,0.06999999999999851,0.04100000000000037,-0.06386400766215088,1 close objects;,0,0,0,0,0,0,1,1,False
HIP100469,* kap01 Sgr,20 22 27.5017,-42 02 58.434,14,14,0.1306,0.1074,90,A,O,2018yCat.1345....0G,5.59,5.59,5.59,,,5.567,5.605,5.55,A0V,C,1978MSS...C02....0H,PM*,*|UV|**|PM*|IR,14.6086,4,0.1738,A,2018yCat.1345....0G,41.312,-83.742,3,3,0.223,0.198,90,A,2018yCat.1345....0G,2.0,1.0,0.0,0.017000000000000348,1.4130429888405978,1 close objects;,0,0,0,0,1,0,0,1,False
HIP93542,* zet CrA,19 03 06.8769,-42 05 42.385,11,11,0.22,0.16,90,A,O,2007A&A...474..653V,,4.7010000000000005,4.725,,4.76,4.717,4.96,4.753,B9.5Vann,C,1987ApJS...65..581G,PM*,*|PM*|IR|UV,16.89,2,0.28,A,2007A&A...474..653V,56.41,-46.43,2,2,0.28,0.19,90,A,2007A&A...474..653V,1.0,1.0,-0.023999999999999133,-0.036000000000000476,0.9507482478550389,SPTYPE=B9.5Vann;,0,0,1,0,0,0,0,1,False
HD171904,HD 171904,18 39 13.0726,-42 05 46.014,14,14,0.0541,0.0568,90,A,O,2018yCat.1345....0G,,10.02,9.93,,,9.879,9.843,9.842,A0V,C,1978MSS...C02....0H,Star,*|IR,2.0149,4,0.063,A,2018yCat.1345....0G,1.7619999999999998,-8.451,3,3,0.114,0.096,90,A,2018yCat.1345....0G,1.0,1.0,0.08999999999999986,0.036999999999999034,1.1227674843313484,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD65815,HD  65815,07 58 48.2852,-42 07 43.176,14,14,0.0288,0.0344,90,A,O,2018yCat.1345....0G,,9.56,9.5,,,9.389,9.371,9.306000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5663,4,0.0367,A,2018yCat.1345....0G,-4.512,-9.208,3,3,0.062,0.064,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.08299999999999841,1.3275371197598862,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HIP29064,* pi.02 Col,06 07 52.8600,-42 09 14.548,14,14,0.1,0.1189,90,A,O,2018yCat.1345....0G,,5.49,5.492000000000001,,,5.502999999999999,5.518,5.462999999999999,A0V,C,1978MSS...C02....0H,**,IR|UV|**|*,12.8296,4,0.1132,A,2018yCat.1345....0G,-10.612,-16.928,3,3,0.20800000000000002,0.253,90,A,2018yCat.1345....0G,1.0,1.0,-0.002000000000000668,0.040000000000000036,1.0403655809779924,OTYPE=**;,0,0,0,1,0,0,0,1,False
HIP96091,HD 183606,19 32 12.0238,-42 16 44.193,14,14,0.0522,0.0366,90,A,O,2018yCat.1345....0G,,9.8,9.78,,,9.592,9.615,9.605,A0V,C,1978MSS...C02....0H,Star,*|IR,2.3718,4,0.0679,A,2018yCat.1345....0G,13.786,-12.181,3,3,0.109,0.064,90,A,2018yCat.1345....0G,1.0,1.0,0.02000000000000135,-0.0129999999999999,1.5823903236330645,Mv=1.5823903236330645;,0,0,0,0,0,1,0,1,False
HD78095,HD  78095,09 04 56.8723,-42 16 54.147,14,14,0.0306,0.0372,90,A,O,2018yCat.1345....0G,,10.53,10.37,,,10.446,10.492,10.442,A0V,C,1978MSS...C02....0H,Star,*|IR,1.4812,4,0.0433,A,2018yCat.1345....0G,-10.36,5.5729999999999995,3,3,0.067,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.16000000000000014,0.0039999999999995595,0.6390685168870247,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HIP34246,HD  54208,07 05 57.7795,-42 19 39.043,14,14,0.0351,0.0395,90,A,O,2018yCat.1345....0G,,7.184,7.194,,,7.227,7.274,7.277,A0V,C,1978MSS...C02....0H,Star,*|IR|UV|**,6.7294,4,0.0396,A,2018yCat.1345....0G,-13.376,24.86,3,3,0.076,0.079,90,A,2018yCat.1345....0G,1.0,1.0,-0.009999999999999787,-0.04999999999999982,1.3703817191099006,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD77452,HD  77452,09 01 05.8790,-42 20 58.657,14,14,0.0288,0.028999999999999998,90,A,O,2018yCat.1345....0G,,9.36,9.3,,,9.177999999999999,9.179,9.126,A0V,C,1978MSS...C02....0H,Star,*|IR,2.154,4,0.0348,A,2018yCat.1345....0G,-14.136,7.86,3,3,0.061,0.053,90,A,2018yCat.1345....0G,2.0,1.0,0.05999999999999872,0.0519999999999996,0.7472284948098201,1 close objects;,0,0,0,0,1,0,0,1,False
HD130806,HD 130806,14 51 34.9466,-42 23 15.023,14,14,0.5819,0.1367,90,A,O,2018yCat.1345....0G,,10.39,10.37,,,10.286,10.265999999999998,10.28,A0V,C,1978MSS...C02....0H,Star,*|IR,2.7371,4,0.6626,A,2018yCat.1345....0G,-6.257000000000001,-6.629,3,3,0.165,0.191,90,A,2018yCat.1345....0G,1.0,1.0,0.02000000000000135,0.006000000000000227,2.4834533232852367,Mv=2.4834533232852367;,0,0,0,0,0,1,0,1,False
HD168378,HD 168378,18 21 18.2029,-42 34 22.775,14,14,0.0555,0.0595,90,A,O,2018yCat.1345....0G,,8.87,8.81,,,8.685,8.721,8.697000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,3.4228,4,0.0706,A,2018yCat.1345....0G,2.9219999999999997,-20.976,3,3,0.49,0.561,90,A,2016A&A...595A...2G,2.0,1.0,0.05999999999999872,-0.012000000000000455,1.2629076165862831,1 close objects;,0,0,0,0,1,0,0,1,False
HD123431,HD 123431,14 08 44.3482,-42 35 55.237,14,14,0.1005,0.0772,90,A,O,2018yCat.1345....0G,,8.73,8.74,,,8.663,8.683,8.707,A0V,C,1978MSS...C02....0H,Star,*|IR,3.0915,4,0.1121,A,2018yCat.1345....0G,-16.119,-4.998,3,3,0.188,0.18100000000000002,90,A,2018yCat.1345....0G,1.0,1.0,-0.009999999999999787,-0.04400000000000048,1.2273462541744697,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD71384,HD  71384,08 25 24.5891,-42 39 50.578,14,14,0.9387,0.9664,90,A,O,2018yCat.1345....0G,9.29,9.36,9.33,,,9.232999999999999,9.203,9.216000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,9.6752,4,1.0951,A,2018yCat.1345....0G,-22.974,-1.615,2,2,2.11,2.325,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,0.016999999999997684,4.1487997563093355,Mv=4.1487997563093355;,0,0,0,0,0,1,0,1,False
HD64779,HD  64779,07 53 42.9177,-42 40 38.421,14,14,0.0318,0.0361,90,A,O,2018yCat.1345....0G,,8.82,8.69,,,8.533999999999999,8.517999999999999,8.545,A0V,C,1978MSS...C02....0H,Star,*|IR,3.068,4,0.0411,A,2018yCat.1345....0G,-11.552,4.529,3,3,0.069,0.067,90,A,2018yCat.1345....0G,1.0,1.0,0.13000000000000078,-0.011000000000001009,0.6497767763847138,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD166511,HD 166511,18 12 58.5603,-42 44 04.155,14,14,0.0551,0.0572,90,A,O,2018yCat.1345....0G,,10.48,10.44,,,10.203,10.192,10.168,A0V,C,1978MSS...C02....0H,Star,*|IR,1.2772,4,0.0764,A,2018yCat.1345....0G,2.8310000000000004,-13.668,3,3,0.10800000000000001,0.09,90,A,2018yCat.1345....0G,1.0,2.0,0.040000000000000924,0.03500000000000014,0.8252945493370315,1 close objects;,0,0,0,0,0,0,1,1,False
HD140039,HD 140039,15 43 10.4240,-42 45 45.471,14,14,0.0436,0.0264,90,A,O,2018yCat.1345....0G,,9.37,9.33,,,9.205,9.232000000000001,9.175,A0V,C,1978MSS...C02....0H,Star,*|IR,2.4929,4,0.0518,A,2018yCat.1345....0G,-14.344000000000001,-7.016,3,3,0.114,0.077,90,A,2018yCat.1345....0G,2.0,1.0,0.03999999999999915,0.02999999999999936,1.1675242879877001,1 close objects;,0,0,0,0,1,0,0,1,False
HD90394,HD  90394,10 25 16.9827,-42 47 16.045,14,14,0.0293,0.0336,90,A,O,2018yCat.1345....0G,,9.64,9.58,,,9.353,9.257,9.253,A0V,C,1978MSS...C02....0H,Star,*|IR,1.8164,4,0.0436,A,2018yCat.1345....0G,-9.516,3.245,3,3,0.063,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.09999999999999964,0.6570574661446422,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD89662,HD  89662,10 19 48.9896,-42 47 17.711,14,14,0.03,0.0336,90,A,O,2018yCat.1345....0G,,10.11,10.01,,,9.95,9.962,9.946,A0V,C,1978MSS...C02....0H,Star,*|IR,1.7519999999999998,4,0.0472,A,2018yCat.1345....0G,-11.853,2.248,3,3,0.063,0.067,90,A,2018yCat.1345....0G,1.0,1.0,0.09999999999999964,0.0039999999999995595,0.8626705091603097,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD122874,HD 122874,14 05 32.4116,-42 47 58.894,14,14,0.0873,0.0582,90,A,O,2018yCat.1345....0G,,9.96,9.88,,,9.631,9.616,9.594,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2634,4,0.0963,A,2018yCat.1345....0G,-16.12,-1.023,3,3,0.121,0.121,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.03700000000000081,1.3618065577579421,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HIP30054,HD  44405,06 19 28.4734,-42 53 10.887,14,14,0.0291,0.0334,90,A,O,2018yCat.1345....0G,,8.04,8.06,,,8.048,8.121,8.112,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,4.4442,4,0.0348,A,2018yCat.1345....0G,-8.68,11.124,3,3,0.062,0.065,90,A,2018yCat.1345....0G,1.0,1.0,-0.02000000000000135,-0.06400000000000006,1.3719679751761982,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD169321,HD 169321,18 26 13.1602,-42 53 12.984,14,14,0.0422,0.0383,90,A,O,2018yCat.1345....0G,,9.12,9.05,,,8.842,8.802,8.771,A0V,C,1978MSS...C02....0H,Star,*|IR,3.3633,4,0.0446,A,2018yCat.1345....0G,0.888,-16.416,3,3,0.076,0.069,90,A,2018yCat.1345....0G,1.0,1.0,0.06999999999999851,0.07099999999999973,1.4283280364448172,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD122589,HD 122589,14 03 52.0960,-42 59 41.911,14,14,0.0723,0.1008,90,A,O,2018yCat.1345....0G,,9.16,9.11,,,8.932,8.965,8.907,A0V,C,1978MSS...C02....0H,Star,*|IR,1.2909,4,0.1315,A,2018yCat.1345....0G,-8.008,-3.931,3,3,0.185,0.23800000000000002,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.025000000000000355,-0.5180369959889128,Mv=-0.5180369959889128;,0,0,0,0,0,1,0,1,False
HIP53411,HD  94724,10 55 27.2085,-43 01 13.896,14,14,0.0398,0.0414,90,A,O,2018yCat.1345....0G,6.46,6.45,6.4,,,6.254,6.247000000000001,6.165,A0V,C,1978MSS...C02....0H,PM*,*|PM*|IR|UV,9.6072,4,0.0626,A,2018yCat.1345....0G,-52.08,8.949,3,3,0.087,0.094,90,A,2018yCat.1345....0G,1.0,1.0,0.04999999999999982,0.08899999999999952,1.1304841590835562,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD177035,HD 177035,19 04 57.0291,-43 02 06.401,14,14,0.0465,0.0478,90,A,O,2018yCat.1345....0G,,9.53,9.48,,,9.277000000000001,9.269,9.234,A0V,C,1978MSS...C02....0H,Star,*|IR,2.8479,4,0.0535,A,2018yCat.1345....0G,0.597,-12.659,3,3,0.09300000000000001,0.08800000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.04300000000000104,1.5701236779654901,Mv=1.5701236779654901;,0,0,0,0,0,1,0,1,False
HIP57013,HD 101615,11 41 19.7915,-43 05 44.392,14,14,0.075,0.0537,90,A,O,2018yCat.1345....0G,,5.57,5.53,,,5.487,5.511,5.442,A0V,C,1978MSS...C02....0H,PM*,*|UV|**|PM*|IR,15.5516,4,0.1026,A,2018yCat.1345....0G,-81.42399999999999,4.1819999999999995,3,3,0.13,0.109,90,A,2018yCat.1345....0G,3.0,1.0,0.040000000000000036,0.04499999999999993,1.342875386564925,2 close objects;,0,0,0,0,1,0,0,1,False
HD62109,HD  62109,07 40 26.2067,-43 06 16.636,14,14,0.0253,0.0334,90,A,O,2018yCat.1345....0G,,9.01,8.93,,,8.81,8.817,8.795,A0V,C,1978MSS...C02....0H,Star,*|IR,3.2526,4,0.034,A,2018yCat.1345....0G,-11.087,6.1979999999999995,3,3,0.054000000000000006,0.062,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.015000000000000568,1.1991532883211895,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD74223,HD  74223,08 41 05.7156,-43 07 40.083,14,14,0.0335,0.0365,90,A,O,2018yCat.1345....0G,,9.73,9.66,,,9.513,9.447000000000001,9.439,A0V,C,1978MSS...C02....0H,Star,*|IR,1.7709,4,0.0421,A,2018yCat.1345....0G,-13.285,2.517,3,3,0.07,0.069,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.07399999999999984,0.6454701897042859,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD168688,HD 168688,18 23 04.2060,-43 08 07.323,14,14,0.0526,0.0595,90,A,O,2018yCat.1345....0G,,9.1,9.05,,,8.87,8.916,8.838,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.2068,4,0.0764,A,2018yCat.1345....0G,-0.821,-8.033999999999999,3,3,0.11900000000000001,0.102,90,A,2018yCat.1345....0G,2.0,1.0,0.049999999999998934,0.03200000000000003,0.5863148764285167,1 close objects;,0,0,0,0,1,0,0,1,False
HD81114,HD  81114,09 22 27.0688,-43 08 58.094,14,14,0.0217,0.0251,90,A,O,2018yCat.1345....0G,,9.57,9.5,,,9.217,9.158,9.15,A0V,C,1978MSS...C02....0H,Star,*|IR,1.1946,4,0.0294,A,2018yCat.1345....0G,-2.279,3.8569999999999998,3,3,0.688,0.672,90,A,2016A&A...595A...2G,1.0,1.0,0.07000000000000028,0.06700000000000017,-0.3693874479447349,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD158238,HD 158238,17 30 12.2352,-43 11 36.072,14,14,0.0878,0.0851,90,A,O,2018yCat.1345....0G,,9.5,9.43,9.39,9.267999999999999,9.031,9.024,8.952,A0V,C,1978MSS...C02....0H,Star,*|IR,2.0540000000000003,4,0.1088,A,2018yCat.1345....0G,-5.9910000000000005,-7.777,3,3,0.7759999999999999,0.774,90,A,2016A&A...595A...2G,1.0,1.0,0.07000000000000028,0.07900000000000063,0.737502196306297,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD134017,HD 134017,15 09 08.3936,-43 12 08.033,14,14,0.0382,0.0309,90,A,O,2018yCat.1345....0G,,10.67,10.6,,,10.350999999999999,10.356,10.287,A0V,C,1978MSS...C02....0H,Star,*|IR,1.1114,4,0.0467,A,2018yCat.1345....0G,-6.897,-1.7830000000000001,3,3,0.08900000000000001,0.076,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.06399999999999828,0.5738519622468011,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD28812,HD  28812,04 30 26.6909,-43 12 45.805,14,14,0.0245,0.0347,90,A,O,2018yCat.1345....0G,,7.36,7.34,,7.32,7.329,7.356,7.308,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,7.1612,4,0.0285,A,2018yCat.1345....0G,0.95,20.132,3,3,0.053,0.065,90,A,2018yCat.1345....0G,1.0,1.0,0.020000000000000462,0.020999999999999908,1.5419290149688103,Mv=1.5419290149688103;,0,0,0,0,0,1,0,1,False
HIP45079,V* PT Vel,09 10 57.7200,-43 16 02.924,14,14,0.0336,0.0402,90,A,O,2018yCat.1345....0G,,7.08,7.03,,,6.8629999999999995,6.853,6.837000000000001,A0V,C,1978MSS...C02....0H,EB*Algol,UV|EB*|Al*|*|V*|IR,5.7588,4,0.0425,A,2018yCat.1345....0G,13.675,-32.008,3,3,0.07,0.076,90,A,2018yCat.1345....0G,1.0,1.0,0.04999999999999982,0.025999999999998913,0.649159979900232,OTYPE=EB*Algol;,0,0,0,1,0,0,0,1,False
HD84550,HD  84550,09 44 51.9891,-43 21 34.336,14,14,0.0269,0.0328,90,A,O,2018yCat.1345....0G,,10.12,10.01,,,9.939,9.961,9.908,A0V,C,1978MSS...C02....0H,Star,*|IR,1.4757,4,0.0403,A,2018yCat.1345....0G,-6.192,-0.11699999999999999,3,3,0.055999999999999994,0.064,90,A,2018yCat.1345....0G,1.0,1.0,0.10999999999999943,0.031000000000000583,0.45349038639497047,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HR2658,HD  53253,07 02 15.4780,-43 24 13.962,14,14,0.0313,0.0389,90,A,O,2018yCat.1345....0G,,6.393,6.431,,,6.455,6.5089999999999995,6.51,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,8.0491,4,0.0354,A,2018yCat.1345....0G,1.072,-1.584,3,3,0.069,0.075,90,A,2018yCat.1345....0G,1.0,1.0,-0.038000000000000256,-0.054999999999999716,1.098436614954288,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD77112,HD  77112,08 58 56.9714,-43 25 17.257,14,14,0.032,0.0393,90,A,O,2018yCat.1345....0G,,9.08,9.0,,,8.926,8.914,8.908,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6261,4,0.0445,A,2018yCat.1345....0G,-5.519,5.542999999999999,3,3,0.073,0.079,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.018000000000000682,-0.23626375092754026,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD119430,HD 119430,13 44 08.7786,-43 26 28.564,14,14,0.075,0.1018,90,A,O,2018yCat.1345....0G,,7.077999999999999,7.081,,,7.05,7.093999999999999,7.064,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.5826,4,0.1036,A,2018yCat.1345....0G,3.28,-3.653,3,3,0.17800000000000002,0.225,90,A,2018yCat.1345....0G,1.0,1.0,-0.003000000000001002,-0.014000000000000234,-0.8477642665492163,Mv=-0.8477642665492163;,0,0,0,0,0,1,0,1,False
HD171513,HD 171513,18 37 21.6724,-43 27 08.453,14,14,0.0531,0.0487,90,A,O,2018yCat.1345....0G,,10.29,10.26,,,10.038,10.024,10.047,A0V,C,1978MSS...C02....0H,Star,*|IR,1.8877,4,0.0613,A,2018yCat.1345....0G,1.92,-8.075,3,3,0.092,0.08199999999999999,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,-0.009000000000000341,1.530164879108541,Mv=1.530164879108541;,0,0,0,0,0,1,0,1,False
HIP43656,HD  76282,08 53 36.8629,-43 31 58.439,14,14,0.0385,0.0449,90,A,O,2018yCat.1345....0G,,7.61,7.57,,,7.421,7.461,7.416,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.0939,4,0.0518,A,2018yCat.1345....0G,-7.346,8.668,3,3,0.08,0.077,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000036,0.004999999999999893,-0.9712203154951002,Mv=-0.9712203154951002;,0,0,0,0,0,1,0,1,False
HD72016,HD  72016,08 28 48.6398,-43 32 23.261,14,14,0.0306,0.0324,90,A,O,2018yCat.1345....0G,,10.48,10.5,,,10.107000000000001,10.037,10.043,A0V,C,1978MSS...C02....0H,Star,*|IR,1.4363,4,0.0337,A,2018yCat.1345....0G,2.2359999999999998,-4.238,3,3,1.52,1.125,90,A,2016A&A...595A...2G,1.0,1.0,-0.019999999999999574,0.06400000000000183,1.359225802375972,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD80055,HD  80055,09 16 10.9759,-43 32 59.234,14,14,0.0287,0.0368,90,A,O,2018yCat.1345....0G,,8.86,8.78,,,8.57,8.634,8.533999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR,2.6901,4,0.0459,A,2018yCat.1345....0G,-8.357000000000001,1.463,3,3,0.063,0.061,90,A,2018yCat.1345....0G,1.0,1.0,0.08000000000000007,0.036000000000001364,0.6368421223930283,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD65091,HD  65091,07 55 12.7026,-43 33 26.661,14,14,0.035,0.0439,90,A,O,2018yCat.1345....0G,,9.78,9.71,,,9.585,9.602,9.584,A0V,C,1978MSS...C02....0H,Star,*|IR,2.6525,4,0.0463,A,2018yCat.1345....0G,-10.435,9.251,3,3,0.081,0.091,90,A,2018yCat.1345....0G,1.0,1.0,0.06999999999999851,0.0010000000000012221,1.5727769628668982,Mv=1.5727769628668982;,0,0,0,0,0,1,0,1,False
HD44311,HD  44311,06 19 00.0715,-43 35 22.626,14,14,0.0738,0.0839,90,A,O,2018yCat.1345....0G,,9.13,9.12,,,9.068999999999999,9.127,9.113999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,1.5737,4,0.0893,A,2018yCat.1345....0G,-7.912999999999999,9.866,3,3,0.162,0.151,90,A,2018yCat.1345....0G,1.0,1.0,0.010000000000001563,-0.04499999999999993,0.06810972409728659,E(J-K)>0.05;,0,1,0,0,0,0,0,1,False
HD162276,HD 162276,17 52 18.3804,-43 35 47.668,14,14,0.0628,0.0522,90,A,O,2018yCat.1345....0G,,9.45,9.27,,,8.937999999999999,8.927999999999999,8.916,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5266,4,0.0807,A,2018yCat.1345....0G,-1.776,-13.787,3,3,0.099,0.086,90,A,2018yCat.1345....0G,1.0,1.0,0.17999999999999972,0.021999999999998465,0.6256824590195447,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HD140271,HD 140271,15 44 24.8395,-43 36 22.381,14,14,0.0527,0.0326,90,A,O,2018yCat.1345....0G,,9.81,9.72,,,9.441,9.425,9.385,A0V,C,1978MSS...C02....0H,Star,*|IR,1.5011,4,0.0634,A,2018yCat.1345....0G,-1.27,-6.563,3,3,0.127,0.096,90,A,2018yCat.1345....0G,1.0,1.0,0.08999999999999986,0.05600000000000094,0.273548124779215,E(B-V)>0.1;,1,0,0,0,0,0,0,1,False
HIP34276,HD  54341,07 06 20.9318,-43 36 38.683,14,14,0.0751,0.0823,90,A,O,2018yCat.1345....0G,,6.51,6.52,,,6.486000000000001,6.477,6.479,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,9.8846,4,0.0869,A,2018yCat.1345....0G,5.189,12.47,3,3,0.16899999999999998,0.163,90,A,2018yCat.1345....0G,1.0,1.0,-0.009999999999999787,0.007000000000000561,1.5312954970761572,Mv=1.5312954970761572;,0,0,0,0,0,1,0,1,False
